ID,question,answer,relevance
6522,how long was richard nixon a president,"His pursuit of the Alger Hiss case established his reputation as a leading anti-communist , and elevated him to national prominence .",0
1492,where is rolling rock brewed,"Although founded as a local beer in Western Pennsylvania , it was marketed aggressively and eventually became a national product .",0
690,when is it memorial day,Memorial Day is a United States federal holiday which occurs every year on the final Monday of May .,1
2795,who kill franz ferdinand ww1,The assassins were given access to the same clandestine tunnel of safe-houses and agents that Rade Malobabić used for the infiltration of weapons and operatives into Austria-Hungary .,0
4981,what is a Four Lokos,"After the beverage was banned in several states , a product reintroduction in December 2010 removed caffeine , taurine , and guarana as ingredients , and the malt beverage is no longer marketed as an energy drink .",0
1734,who is in the group trinity 5 7,"T57 charted # 2 on the Top Gospel Albums , # 5 on the Top Christian charts , and # 12 on the Top R & B charts .",0
4919,what branch of the military is delta force,"1st Special Forces Operational Detachment-Delta ( 1st SFOD-D ) , popularly known as Delta Force , is one of the United States ' four secretive tier-one counter-terrorism and Special Mission Units .",0
7053,how much does U.S. pay on health care per person,"While the average life expectancy for Canadians was 80.34 years compared with 78.6 years for residents of the US , simply comparing the life expectancy of two groups with different racial makeup and different obesity rates is likely not an effective way of determining which healthcare system is superior .",0
9659,who won the super in xl1,Chicago posted the earliest lead in Super Bowl history when returner Devin Hester ran back the opening kickoff 92 yards for a touchdown .,0
9552,what the atmosphere on mercury,This conclusion was confirmed in 1974 when the Mariner 10 spacecraft discovered only a tenuous exosphere .,0
3428,what are square diamonds called ?,"By adding more chevrons on the pavilion side of the diamond , the individual facets of the diamond will now be broken down into smaller facets .",0
3163,who is the book the catcher in the rye by ?,It has been translated into almost all of the world 's major languages .,0
9437,what kind of people are on the show skins,"Other ventures to expand the brand have included a failed North American adaptation , which aired on MTV in 2011 but it was cancelled after one season after advertisers abandoned the series in response to low ratings and the significant controversy which arose over its depiction of teen sexuality .",0
6576,what year lord of rings made ?,The Lord of the Rings is an epic high fantasy novel written by English philologist and University of Oxford professor J. R. R. Tolkien .,0
7548,what country is turkey in,"The area now called Turkey has been inhabited since the Paleolithic , including various Ancient Anatolian civilizations and Thracian peoples .",0
8382,what are warehouse spreadsheets used for,"The typical ETL -based data warehouse uses staging , data integration , and access layers to house its key functions .",0
3372,what is corpus christi holiday,"It is also celebrated in some Anglican , Lutheran , and Old Catholic Churches that hold similar beliefs regarding the Real Presence .",0
4620,what county is tacoma washington in,It is known as the `` City of Destiny '' because the area was chosen to be the western terminus of the Northern Pacific Railroad in the late 19th century .,0
6991,what is the average american income,"Median US household income , 2001-2011",0
110,when did xbox release,The Xbox is a video game console manufactured by Microsoft .,0
2486,how did anne frank die,It was translated from its original Dutch and first published in English in 1952 as The Diary of a Young Girl .,0
1355,when monopoly came out,"Despite the `` rediscovery '' of the board game 's early history in the 1970s and 1980s , and several books and journal articles on the subject , Hasbro ( Parker Brothers ' current parent company ) did not acknowledge any of the game 's history before Charles Darrow on its official Monopoly website as recently as June 2012 .",0
1614,who invented the internet,"Packet switched networks such as ARPANET , Mark I at NPL in the UK , CYCLADES , Merit Network , Tymnet , and Telenet , were developed in the late 1960s and early 1970s using a variety of protocols .",0
9606,what is the name of chris cornell 's band ?,"He has released three solo studio albums , Euphoria Morning ( 1999 ) , Carry On ( 2007 ) , and Scream ( 2009 ) .",0
3248,how fire extinguisher works,"Cartridge operated extinguishers are available in dry chemical and dry powder types in the U.S. and in water , wetting agent , foam , dry chemical ( classes ABC and B.C . ) , and dry powder ( class D ) types in the rest of the world .",0
1556,when did abraham lincoln write the emancipation proclamation ? ?,"The Emancipation Proclamation was an order issued to all segments of the Executive branch ( including the Army and Navy ) of the United States by President Abraham Lincoln on January 1 , 1863 , during the American Civil War .",1
